0.067732	1.000000	3.176513
0.427810	1.000000	3.816464
0.995731	1.000000	4.550095
0.738336	1.000000	4.256571
0.981083	1.000000	4.560815
0.526171	1.000000	3.929515
0.378887	1.000000	3.526170
0.033859	1.000000	3.156393
0.132791	1.000000	3.110301
0.138306	1.000000	3.149813
0.247809	1.000000	3.476346
0.648270	1.000000	4.119688
0.731209	1.000000	4.282233
0.236833	1.000000	3.486582
0.969788	1.000000	4.655492
0.607492	1.000000	3.965162
0.358622	1.000000	3.514900
0.147846	1.000000	3.125947
0.637820	1.000000	4.094115
0.230372	1.000000	3.476039
0.070237	1.000000	3.210610
0.067154	1.000000	3.190612
0.925577	1.000000	4.631504
0.717733	1.000000	4.295890
0.015371	1.000000	3.085028
0.335070	1.000000	3.448080
0.040486	1.000000	3.167440
0.212575	1.000000	3.364266
0.617218	1.000000	3.993482
0.541196	1.000000	3.891471
0.045353	1.000000	3.143259
0.126762	1.000000	3.114204
0.556486	1.000000	3.851484
0.901144	1.000000	4.621899
0.958476	1.000000	4.580768
0.274561	1.000000	3.620992
0.394396	1.000000	3.580501
0.872480	1.000000	4.618706
0.409932	1.000000	3.676867
0.908969	1.000000	4.641845
0.166819	1.000000	3.175939
0.665016	1.000000	4.264980
0.263727	1.000000	3.558448
0.231214	1.000000	3.436632
0.552928	1.000000	3.831052
0.047744	1.000000	3.182853
0.365746	1.000000	3.498906
0.495002	1.000000	3.946833
0.493466	1.000000	3.900583
0.792101	1.000000	4.238522
0.769660	1.000000	4.233080
0.251821	1.000000	3.521557
0.181951	1.000000	3.203344
0.808177	1.000000	4.278105
0.334116	1.000000	3.555705
0.338630	1.000000	3.502661
0.452584	1.000000	3.859776
0.694770	1.000000	4.275956
0.590902	1.000000	3.916191
0.307928	1.000000	3.587961
0.148364	1.000000	3.183004
0.702180	1.000000	4.225236
0.721544	1.000000	4.231083
0.666886	1.000000	4.240544
0.124931	1.000000	3.222372
0.618286	1.000000	4.021445
0.381086	1.000000	3.567479
0.385643	1.000000	3.562580
0.777175	1.000000	4.262059
0.116089	1.000000	3.208813
0.115487	1.000000	3.169825
0.663510	1.000000	4.193949
0.254884	1.000000	3.491678
0.993888	1.000000	4.533306
0.295434	1.000000	3.550108
0.952523	1.000000	4.636427
0.307047	1.000000	3.557078
0.277261	1.000000	3.552874
0.279101	1.000000	3.494159
0.175724	1.000000	3.206828
0.156383	1.000000	3.195266
0.733165	1.000000	4.221292
0.848142	1.000000	4.413372
0.771184	1.000000	4.184347
0.429492	1.000000	3.742878
0.162176	1.000000	3.201878
0.917064	1.000000	4.648964
0.315044	1.000000	3.510117
0.201473	1.000000	3.274434
0.297038	1.000000	3.579622
0.336647	1.000000	3.489244
0.666109	1.000000	4.237386
0.583888	1.000000	3.913749
0.085031	1.000000	3.228990
0.687006	1.000000	4.286286
0.949655	1.000000	4.628614
0.189912	1.000000	3.239536
0.844027	1.000000	4.457997
0.333288	1.000000	3.513384
0.427035	1.000000	3.729674
0.466369	1.000000	3.834274
0.550659	1.000000	3.811155
0.278213	1.000000	3.598316
0.918769	1.000000	4.692514
0.886555	1.000000	4.604859
0.569488	1.000000	3.864912
0.066379	1.000000	3.184236
